,SUBSTÂNCIA
1599,NORELGESTROMINA;ETINILESTRADIOL
1600,PALIPERIDONA
1601,LACTATO DE CÁLCIO;FOSFATO DE CÁLCIO DIBÁSICO DI-HIDRATADO;SULFATO DE ZINCO MONOIDRATADO;COLECALCIFEROL;CIANOCOBALAMINA
1602,USTEQUINUMABE
1603,PALMITATO DE PALIPERIDONA
1604,MICONAZOL
1605,PRUCALOPRIDA
1606,GOLIMUMABE
1607,CLORIDRATO DE TAPENTADOL
1608,CANAGLIFLOZINA HEMI-HIDRATADA
1609,SIMEPREVIR SÓDICO
1610,IBRUTINIBE
1611,BENDAMUSTINA
1612,DARATUMUMABE
1613,ABCIXIMABE
1614,PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL
1615,GUSELCUMABE
1616,APALUTAMIDA
1617,SELEXIPAGUE
1618,BOSENTANA MONOIDRATADA
1619,MIGLUSTATE
1620,ERDAFITINIBE
1621,AMIVANTAMABE
1622,INSULINA LISPRO
1623,TERIPARATIDA
1624,TESTOSTERONA
1625,DULAGLUTIDA
1626,RAMUCIRUMABE
1627,INSULINA GLARGINA
1628,IXEQUIZUMABE
1629,BARICITINIBE
1630,ABEMACICLIBE
1631,GALCANEZUMABE
1632,SULBUTIAMINA
1633,FUSAFUNGINA
1634,PERINDOPRIL
1635,TIANEPTINA
1636,TIANEPTINA SÓDICA
1637,FOTEMUSTINA
1638,RILMENIDINA
1639,PERINDOPRIL;INDAPAMIDA
1640,IVABRADINA
1641,BESILATO DE ANLODIPINO;PERINDOPRIL ARGININA
1642,PEGASPARGASE
1643,INDAPAMIDA;PERINDOPRIL ARGININA
1644,TRIFLURIDINA;TIPIRACILA
1645,INDAPAMIDA;BESILATO DE ANLODIPINO;PERINDOPRIL ARGININA
1646,PREDNICARBATO
1647,ACETATO DE BUSSERRELINA
1648,ANTIMONIATO DE MEGLUMINA
1649,RIFAMPICINA
1650,ASPARTATO DE ARGININA
1651,FOSFATO DE CÁLCIO TRIBÁSICO;FLUORETO DE SÓDIO
1652,ZOPICLONA
1653,INSULINA GLULISINA
1654,SULPIRIDA
1655,AMISSULPRIDA
1656,DANAZOL
1657,SULFATO DE EFEDRINA;TEOFILINA
1658,"VACINA INFLUENZA TRIVALENTE (INATIVADA, SUBUNITÁRIA, ADJUVADA);VACINA INFLUENZA TRIVALENTE (INATIVADA, SUBUNITÁRIA)"
1659,LIXISENATIDA
1660,AFLIBERCEPTE
1661,DUPILUMABE
1662,NICOTINAMIDA;CLORIDRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;LACTATO DE CÁLCIO;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;CLORIDRATO DE LISINA;COLECALCIFEROL;FOSFATO SÓDICO DE RIBOFLAVINA
1663,VITIS VINIFERA L.
1664,IMIGLUCERASE
1665,ALFATIROTROPINA
1666,TERIFLUNOMIDA
1667,PLERIXAFOR
1668,HEMITARTARATO DE ELIGLUSTATE
1669,ACETONIDA DE TRIANCINOLONA
1670,POLISSACARIDEO DE HAEMOPHILUS INFLUENZAE TIPO B;TOXÓIDE PERTUSSIS;POLIOVÍRUS TIPO 3;POLIOVÍRUS TIPO 2;TOXÓIDE DIFTÉRICO;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA;POLIOVÍRUS TIPO 1 (MAHONEY)
1671,CLORETO DE CÁLCIO;TROMBINA;FIBRINOGÊNIO
1672,METOCLOPRAMIDA
1673,HAMAMELIS VIRGINIANA L.
1674,GADOVERSETAMIDA
1675,IOVERSOL
1676,SULFATO DE ZINCO HEPTAIDRATADO
1677,ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO
1678,SULFATO DE ZINCO MONOIDRATADO
1679,FERRIPOLIMALTOSE;ÁCIDO FÓLICO
1680,GEFITINIBE
1681,SACCHAROMYCES CEREVISAE
1682,RIBOFLAVINA
1683,MISOPROSTOL
1684,NICOTINAMIDA;SULFATO DE MANGANÊS;ACETATO DE RETINOL;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FUMARATO FERROSO;CARBONATO DE CÁLCIO;CLORIDRATO DE TIAMINA;ÓXIDO DE ZINCO;CARBONATO DE MAGNÉSIO;COLECALCIFEROL
1685,DEXAMETASONA;ACETATO DE DEXAMETASONA
1686,CAFEÍNA ANIDRA;CLORIDRATO DE ISOMETEPTENO;DIPIRONA
1687,CÂNFORA (2-BORNANONA);MENTOL;SALICILATO DE METILA
1688,DIPIRONA MONOIDRATADA;CLORIDRATO DE PROMETAZINA;CLORIDRATO DE ADIFENINA
1689,CLORIDRATO DE PROMETAZINA;DIPIRONA;CLORIDRATO DE ADIFENINA
1690,CLORIDRATO DE CIPROEPTADINA
1691,TARTARATO DE BISMUTO E SÓDIO;CLORIDRATO DE PROCAÍNA;SULFATO DE NEOMICINA;MENTOL
1692,SULFACETAMIDA SÓDICA;TROLAMINA
1693,CLORETO DE AMÔNIO;CITRATO DE SÓDIO DIHIDRATADO;CLORIDRATO DE DIFENIDRAMINA
1694,CLORETO DE AMÔNIO;CITRATO DE SÓDIO DI-HIDRATADO;CLORIDRATO DE DIFENIDRAMINA
1695,FOSFATO DE CÁLCIO TRIBÁSICO;CIANOCOBALAMINA;FLUORETO DE SÓDIO
1696,NICOTINAMIDA;ACETATO DE DEXTROALFATOCOFEROL;ÓXIDO DE MAGNÉSIO;SULFATO DE MANGANÊS;PALMITATO DE RETINOL;RIBOFLAVINA;FOSFATO DE CÁLCIO DIBÁSICO DI-HIDRATADO;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FUMARATO FERROSO;CARBONATO DE CÁLCIO;NITRATO DE TIAMINA;BORO;ÓXIDO DE ZINCO;PANTOTENATO DE CALCIO;BIOTINA;COLECALCIFEROL;MOLIBDATO DE SÓDIO DIIDRATADO;ÓXIDO DE COBRE
1697,SILYBUM MARIANUM (L.) GAERTN
1698,GLICONATO DE ZINCO;ÁCIDO ASCÓRBICO
1699,EXTRATO SECO DE AESCULUS HIPPOCASTANUM L.
1700,PANAX GINSENG;IODETO DE POTÁSSIO;NICOTINAMIDA;SULFATO DE MANGANÊS;ACETATO DE RETINOL;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;SULFATO DE POTÁSSIO;RUTOSÍDEO;FUMARATO FERROSO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;FLUORETO;BIOTINA;COLECALCIFEROL
1701,ESTROGÊNIOS CONJUGADOS
1702,SACCHAROMYCES BOULARDII - 17
1703,CITRATO DE SÓDIO DI-HIDRATADO;CLORETO DE POTÁSSIO;GLICONATO DE ZINCO;GLICOSE;CLORETO DE SÓDIO
1704,GRISEOFULVINA
1705,MONOSSULFIRAM
1706,ACETATO DE GOSSERRELINA
1707,CLORIDRATO DE BAMBUTEROL
1708,HIDROCLOROTIAZIDA;TARTARATO DE METOPROLOL
1709,HIDROCLOROTIAZIDA;SUCCINATO DE METOPROLOL
1710,FELODIPINO
1711,OMEPRAZOL MAGNÉSICO
1712,FUMARATO DE FORMOTEROL;BUDESONIDA
1713,ROSUVASTATINA
1714,FELODIPINO;CANDESARTANA CILEXETILA
1715,FELODIPINO;SUCCINATO DE METOPROLOL
1716,VANDETANIBE
1717,CEFTAROLINA FOSAMILA
1718,MESILATO DE OSIMERTINIBE
1719,OLAPARIBE
1720,ROFLUMILASTE
1721,CLORIDRATO DE METFORMINA;SAXAGLIPTINA
1722,DURVALUMABE
1723,BENRALIZUMABE
1724,ACALABRUTINIBE
1725,SAXAGLIPTINA MONOIDRATADA;DAPAGLIFLOZINA
1726,SAXAGLIPTINA;DAPAGLIFLOZINA
1727,MOXETUMOMABE PASUDOTOX
1728,CICLOSSILICATO DE ZIRCÔNIO SÓDICO HIDRATADO
1729,VACINA COVID-19 (RECOMBINANTE)
1730,SULFATO DE SELUMETINIBE
1731,PALIVIZUMABE
1732,CLORIDRATO DE TETRACICLINA;ANFOTERICINA B
1733,FANCICLOVIR
1734,ETOPOSÍDEO
1735,ERITROPOETINA HUMANA RECOMBINANTE
1736,ERITROPOIETINA
1737,HEMITARTARATO DE EPINEFRINA
1738,CLAVULANATO DE POTÁSSIO
1739,CLORIDRATO DE LINCOMICINA
1740,FLUTAMIDA
1741,TANACETUM PARTHENIUM (L.) SCH.BIP.
1742,CEREUS JAMACARU;HIMATANTHUS LANCIFOLIUS;DORSTENIA MULTIFORMIS;ERYTHRINA VELUTINA
1743,SOLIDAGO MICROGLOSSA DC.
1744,CLORIDRATO DE MITOXANTRONA
1745,CLORIDRATO DE DAUNORRUBICINA
1746,CLORIDRATO DE IDARRUBICINA
1747,CLORETO DE CÁLCIO DIIDRATADO;CLORETO DE SÓDIO USP;CLORETO DE POTÁSSIO
1748,BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO
1749,ECHINACEA PURPUREA (L.) MOENCH
1750,ACETATO DE RETINOL;CLORIDRATO DE PIRIDOXINA;COLECALCIFEROL
1751,GLYCINE MAX
1752,CLORIDRATO DE NAFAZOLINA;CLORETO DE BENZALCÔNIO;CLORETO DE SÓDIO
1753,CITRATO DE ORFENADRINA
1754,ISOMETEPTENO;CAFEÍNA ANIDRA;DIPIRONA
1755,CARBONATO DE CÁLCIO 90%;CARBONATO HIDRÓXIDO DE MAGNÉSIO;HIDROXIDO DE ALUMÍNIO
1756,ACIDO ACETILSALICILICO;HIDROXIDO DE ALUMÍNIO;CAFEÍNA;MALEATO DE MEPIRAMINA
1757,CARBACOL
1758,TIMOSTIMULINA
1759,CORYNEBACTERIUM PARVUM
1760,LÃ DE CARNEIRO;ÁCAROS;FUNGOS DE AR;ANTÍGENOS BACTERIANAS SOB A FORMA DE LISADO
1761,LÃ DE CARNEIRO;ÁCAROS;ANTÍGENOS BACTERIANAS SOB A FORMA DE LISADO;FUNGOS DO AR
1762,POLIPEPTÍDEO DIALIZÁVEL DE EXTRATO DE LEUCÓCITO
1763,EXTRATOS ALERGÊNICOS DE INSETOS SUGADORES
1764,ALFAEPTACOGUE ATIVADO
1765,GLUCAGON
1766,INSULINA ASPARTE
1767,INSULINA DETEMIR
1768,LIRAGLUTIDA
1769,INSULINA DEGLUDECA
1770,LIRAGLUTIDA;INSULINA DEGLUDECA
1771,ALFATUROCTOCOGUE
1772,SEMAGLUTIDA
1773,GLICOSE;GLICOSE MONOIDRATADA
1774,SULFATO DE ZINCO
1775,MALEATO DE CLORFENAMINA;PARACETAMOL;CLORIDRATO DE FENILEFRINA
1776,HESPERIDINA;DIOSMINA;FLAVONÓIDES EXPRESSOS EM HESPERIDINA
1777,EXTRATO SECO DE HYPERICUM PERFORATUM L
1778,PIPER METHYSTICUM
1779,BORAGO OFFICINALIS L.
1780,UNCARIA TOMENTOSA (WILLD. EX ROEM. & SCHULT.) DC. .
1781,TRIBULUS TERRESTRIS L.
1782,RHAMNUS PURSHIANA DC.
1783,CENTELLA ASIATICA (L.) URB.
1784,BACOPA MONNIERI (L.) WETTST.
1785,EXTRATO DE GINKGO BILOBA
1786,CÁLCIO AMINOÁCIDO QUELATO
1787,NICOTINAMIDA;PALMITATO DE RETINOL;RIBOFLAVINA;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;CLORIDRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;FITOMENADIONA;BIOTINA;COLECALCIFEROL
1788,NICOTINAMIDA;PALMITATO DE RETINOL;ACETATO DE TOCOFEROL;RIBOFLAVINA;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;CLORIDRATO DE TIAMINA;ÁCIDO FÓLICO;FITOMENADIONA;BIOTINA;COLECALCIFEROL
1789,SELÊNIO
1790,ETABONATO DE LOTEPREDNOL
1791,CETRIMIDA
1792,CARBÔMER;SORBITOL
1793,ETABONATO DE LOTEPREDNOL;TOBRAMICINA
1794,CLORIDRATO DE BESIFLOXACINO
1795,NITRATO DE OXICONAZOL
1796,PENICILAMINA
1797,CLORIDRATO DE FLURAZEPAM
1798,METOXISALENO
1799,LATANOPROSTENO BUNODE
1800,HYPERICUM PERFORATUM
1801,PANAX GINSENG C. A. MEY.
1802,EXTRATO FLUIDO DE GUACO (MIKANIA GLOMERATA)
1803,BUTIL BROMETO DE ESCOPOLAMINA
1804,PIPERACILINA SÓDICA;TAZOBACTAM
1805,TRIMEGESTONA;ESTRADIOL
1806,ANIDULAFUNGINA
1807,DALTEPARINA SÓDICA
1808,CLORPROPAMIDA
1809,CLORIDRATO DE OXITETRACICLINA;SULFATO DE POLIMIXINA B
1810,CLORIDRATO DE PRAZOSINA
1811,ALPROSTADIL
1812,GLIPIZIDA
1813,ESPIRONOLACTONA;HIDROCLOROTIAZIDA
1814,ACETATO DE BAZEDOXIFENO;ESTROGÊNIOS CONJUGADOS
1815,CEFTAZIDIMA PENTAIDRATADA;AVIBACTAM SÓDICO
1816,INOTUZUMABE OZOGAMICINA
1817,VACINA ADSORVIDA MENINGOCÓCICA B (RECOMBINANTE)
1818,PEGVISOMANTO
1819,ALFANONACOGUE
1820,AXITINIBE
1821,SIROLIMO
1822,CRIZOTINIBE
1823,TENSIROLIMO
1824,TAFAMIDIS MEGLUMINA
1825,TARTARATO DE VARENICLINA
1826,CITRATO DE TOFACITINIBE
1827,PALBOCICLIBE
1828,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 14 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19A ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 5;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 4 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 1;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 3 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 23F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 7F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 18C ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 6A ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 9V
1829,ALFAMOROCTOCOGUE
1830,PARECOXIBE SÓDICO
1831,DERISOMALTOSE FÉRRICA
1832,LORLATINIBE
1833,GENTUZUMABE OZOGAMICINA
1834,VACINA COVID-19
1835,TOSILATO DE TALAZOPARIBE
1836,BROMIDRATO DE DEXTROMETORFANO;GUAIFENESINA
1837,ÓLEO DE EUCALIPTO;LEVOMENTOL;CÂNFORA (2-BORNANONA)
1838,EUCALIPTO;MENTOL;CÂNFORA
1839,ÓLEO DE FÍGADO DE BACALHAU;ÓXIDO DE ZINCO;RETINOL;COLECALCIFEROL
1840,LEVOMENTOL;CÂNFORA (2-BORNANONA)
1841,DICLOFENACO DE SÓDIO;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA
1842,NITRATO DE TIAMINA;DICLOFENACO SÓDICO;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA
1843,CARBONATO DE CÁLCIO;ÁCIDO ASCÓRBICO
1844,EXTRATO DE SYMPHYTUM OFFICINALE
1845,CITRATO DE SÓDIO DIHIDRATADO;CITRATO DE POTÁSSIO MONOIDRATADO;GLICOSE;CLORETO DE SÓDIO
1846,CLORIDRATO DE DEXRAZOXANO
1847,CONDROITINA SULFATO DE SÓDIO;SULFATO DE GLICOSAMINA
1848,SULFATO DE CONDROITINA;SULFATO POLICRISTALINO DE GLICOSAMINA
1849,SULFATO POLICRISTALINO DE GLICOSAMINA;CONDROITINA SULFATO DE SÓDIO
1850,BROMIDRATO DE DARIFENACINA
1851,CLORIDRATO DE OXICODONA
1852,DEFIBROTIDA
1853,ZANUBRUTINIBE
1854,ENFORTUMABE VEDOTINA
1855,CLORIDRATO DE MINOCICLINA
1856,CITALOPRAM;BROMIDRATO DE CITALOPRAM
1857,PERINDOPRIL ERBUMINA
1858,IRBESARTANA
1859,MESALAZINA
1860,GONADOTROFINA CORIÔNICA
1861,UROFOLITROPINA
1862,ROTIGOTINA
1863,CERTOLIZUMABE PEGOL
1864,MENOTROPINA
1865,BRIVARACETAM
1866,METILDIGOXINA
1867,ÓXIDO DE ZINCO;RETINOL;COLECALCIFEROL
1868,AZACITIDINA
1869,MESILATO DE ERIBULINA
1870,MESILATO DE LENVATINIBE
1871,RUFINAMIDA
1872,PERAMPANEL
1873,SULFATO DE ISAVUCONAZÔNIO
1874,ÁCIDO FUSÍDICO;VALERATO DE BETAMETASONA
1875,COLISTIMETATO DE SÓDIO
1876,SELENITO DISSÓDICO PENTAIDRATADO
1877,FOSFATO DE SÓDIO MONOBÁSICO;FOSFATO DE SÓDIO DIBÁSICO
1878,ACETATO DE TERLIPRESSINA
1879,ACETATO DE TRIPTORRELINA
1880,ACETATO DE ATOSIBANA
1881,DINOPROSTONA
1882,ACETATO DE DEGARELIX
1883,URÉIA
1884,AMOROLFINA
1885,CLORIDRATO DE AMOROLFINA;AMOROLFINA
1886,CLORIDRATO DE AMINOLEVULINATO DE METILA
1887,ADAPALENO;PERÓXIDO DE BENZOÍLA
1888,LIDOCAÍNA;TETRACAÍNA
1889,GADOPENTETATO DE DIMEGLUMINA
1890,CLORETO DE MAGNÉSIO HEXAIDRATADO;BICARBONATO DE SÓDIO;CLORETO DE SÓDIO;GLICOSE MONOIDRATADA
1891,"CIANOCOBALAMINA 0,1%;NITRATO DE TIAMINA;BETACAROTENO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO;COLECALCIFEROL"
1892,FUMARATO FERROSO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO;COLECALCIFEROL
1893,"CIANOCOBALAMINA 0,1%;BETACAROTENO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO;COLECALCIFEROL"
1894,"FUMARATO FERROSO;CIANOCOBALAMINA 0,1%;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO;COLECALCIFEROL"
1895,POLYGALA SENEGA L.
1896,ACETATO DE ULIPRISTAL
1897,NITRATO DE MICONAZOL;METRONIDAZOL
1898,DROSPIRENONA
1899,AZITROMICINA DI-HIDRATADA;AZITROMICINA
1900,DINITRATO DE ISOSSORBIDA
1901,HIDROCLOROTIAZIDA;CLORIDRATO DE PROPRANOLOL
1902,ALFACALCIDOL
1903,ACARBOSE
1904,FLUOCINOLONA ACETONIDA
1905,CITRATO DE ZINCO TRI-HIDRATADO;ÁCIDO ASCÓRBICO
1906,DIPIRONA MONOIDRATADA;BUTILBROMETO DE ESCOPOLAMINA;METILBROMETO DE HOMATROPINA;BROMIDRATO DE HIOSCIAMINA
1907,CIPIONATO DE TESTOSTERONA
1908,PENCICLOVIR
1909,SUCRALFATO
1910,LEVONORGESTREL;CLORIDRATO DE PIRIDOXINA;ETINILESTRADIOL
1911,BISGLICINATO FERROSO
1912,FOSFATO DE CÁLCIO TRIBÁSICO;COLECALCIFEROL
1913,GLICINATO DE ALUMÍNIO;ÁCIDO ACETILSALICÍLICO;CARBONATO DE MAGNÉSIO
1914,ESOMEPRAZOL MAGNÉSIO
1915,IMUNOGLOBULINA ANTI-D
1916,INDOMETACINA
1917,TIROFIBANA
1918,ANANAS COMOSUS (L.) MERRIL.
1919,MERCAPTOPURINA
1920,TIOGUANINA
1921,CLORAMBUCILA
1922,MELFALANA
1923,FONDAPARINUX SÓDICO
1924,LIDOCAÍNA;CLORIDRATO DE LIDOCAINA
1925,LIDOCAÍNA;ÓXIDO DE ZINCO;ACETATO DE HIDROCORTISONA;SUBACETATO DE ALUMÍNIO
1926,ACETATO DE FLUDROCORTISONA
1927,DECANOATO DE TESTOSTERONA;FEMPROPIONATO DE TESTOSTERONA;ISOCAPROATO DE TESTOSTERONA;PROPIONATO DE TESTOSTERONA
1928,DECANOATO DE NANDROLONA
1929,MENTHA CRISPA L.
1930,CARBONATO DE CÁLCIO;CARBONATO BÁSICO DE BISMUTO;BICARBONATO DE SÓDIO;CARBONATO DE MAGNÉSIO
1931,POLICARBOFILA  CÁLCICA
1932,GARCINIA CAMBOGIA ROXB.
1933,LUMACAFTOR;IVACAFTOR
1934,IVACAFTOR
1935,IVACAFTOR;TEZACAFTOR
1936,IVACAFTOR;TEZACAFTOR;ELEXACAFTOR
1937,RIFAMICINA SV SÓDICA;RIFAMICINA
1938,CARBONATO CÁLCIO;COLECALCIFEROL
1939,"CASSIA ANGUSTIFOLIA, VAHL"
1940,NICOTINAMIDA;CLORIDRATO DE TIAMINA;FOSFATO DE RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA
1941,NICOTINAMIDA;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;FOSFATO SÓDICO DE RIBOFLAVINA
1942,ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO
1943,HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO
1944,NICOTINAMIDA;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;PANTOTENATO DE CALCIO;FOSFATO SÓDICO DE RIBOFLAVINA
1945,EXTRATO DA SEMENTE DE GLYCINE SOJA (SOJA)
1946,CLORIDRATO DE PONATINIBE
1947,BELINOSTATE
1948,CLORIDRATO DE MIGALASTATE
1949,MALEATO DE NERATINIBE
1950,ALFAVESTRONIDASE
1951,BUROSUMABE
1952,TRI-HEPTANOÍNA
1953,ALFASIMOCTOCOGUE
1954,CAFEÍNA;CITRATO DE ORFENADRINA;DIPIRONA
1955,BETAMETASONA;SULFATO DE NEOMICINA;CETOCONAZOL
1956,LEVOMETIONINA;BETAÍNA;CITRATO DE COLINA
1957,BETAMETASONA;DEXCLORFENIRAMINA
1958,EXTRATO DE HEDERA HELIX (HERA)
1959,RACEMETIONINA;BETAÍNA;CITRATO DE COLINA
1960,NICOTINAMIDA;FERRO QUELATO;CLORIDRATO DE PIRIDOXINA
1961,PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;PANTOPRAZOL
1962,DIPIRONA MONOIDRATADA;DIPIRONA
1963,FATOR X DE COAGULAÇÃO
1964,MEGLUMINA;ÁCIDO IOXITALÂMICO
1965,IOBITRIDOL
1966,SAL SÓDICO
1967,ÉSTERES ETÍLICOS DOS ÁCIDOS GRAXOS DO ÓLEO DE PAPOULA IODADOS
1968,MEGLUMINA;ÁCIDO IOXÁGLICO
1969,ÁCIDO GADOTÉRICO
1970,CLORIDRATO DE VALGANCICLOVIR
1971,CARMUSTINA
1972,SILTUXIMABE
1973,CENTELLA ASIATICA URB.
1974,HYPERICUM PERFORATUM L.
1975,EUCALIPTUS GLOBULUS  LABILL
1976,MYROXYLON BALSAMUM HARMS;POLYGALA SENEGA L.;NASTURTIUM OFFICINALE R.BR.;MIKANIA GLOMERATA SPRENG.
1977,HARPAGOPHYTUM PROCUMBENS (BURCH.) DC. EX MEISSN.
1978,ION CITRATO
1979,MALEATO DE FENIRAMINA
1980,GLICEROL;CARMELOSE SÓDICA
1981,PARICALCITOL
1982,FUMARATO DE DIMETILA
1983,SULFATO DE TOBRAMICINA
1984,PIPERACILINA SÓDICA
1985,MESILATO SÓDICO DE COLISTINA
1986,CLORIDRATO DE TIROFIBAN MONOIDRATADO
1987,ACETATO DE GLATIRÂMER
1988,ACETATO DE NOMEGESTROL
1989,LIPEGFILGRASTIM
1990,MESILATO DE RASAGILINA
1991,TRIÓXIDO DE ARSÊNIO
1992,CLORIDRATO DE BENDAMUSTINA
1993,FREMANEZUMABE
1994,ARMODAFINILA
1995,DEUTETRABENAZINA
1996,CLORIDRATO DE BUTENAFINA
1997,ÁCIDO FUSÍDICO
1998,CLORIDRATO DE FENOXAZOLINA
1999,RIFAMICINA SV SÓDICA
2000,DIPIRONA  MAGNÉSICA
2001,PARACETAMOL;MALEATO DE CARBINOXAMINA
2002,IODETO DE POTÁSSIO
2003,CLORANFENICOL;CLORIDRATO DE LIDOCAINA
2004,TIABENDAZOL;MEBENDAZOL
2005,POLIACRILAMIDOMETIL BENZILIDENO CÂNFORA;MENTOL CRISTAL;SALICILATO DE METILA
2006,DICLOFENACO COLESTIRAMINA;DICLOFENACO DE POTÁSSIO
2007,DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA
2008,CAFEÍNA ANIDRA;DIPIRONA
2009,SULFATO DE NEOMICINA;ACETATO DE DEXAMETASONA
2010,DIPIRONA MONOIDRATADA;CAFEÍNA
2011,SUBGALATO DE BISMUTO;ÓXIDO DE ZINCO
2012,SUBGALATO DE BISMUTO;IODETO DE TIMOL;ÓXIDO DE ZINCO
2013,SULBACTAM;AMOXICILINA TRI-HIDRATADA;SULBACTAM SÓDICO
2014,AMOXICILINA SÓDICA;SULBACTAM SÓDICO
2015,FLURBIPROFENO
2016,SULBACTAM;AMOXICILINA
2017,ASPARAGINASE
2018,ÁCIDO GAMAMINOBUTÍRICO
2019,ÁCIDO AMINOCAPRÓICO
2020,CLORIDRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;ÁCIDO GAMAMINOBUTÍRICO;CLORIDRATO DE PIRIDOXINA;CLORIDRATO DE LISINA
2021,SILIMARINA;RACEMETIONINA
2022,BENZOATO DE SÓDIO
2023,ATALURENO
2024,INOTERSENA NONADECASSÓDICA
2025,VOLANESORSENA SÓDICA
2026,CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA
2027,CLORIDRATO DE TIAMINA;CLORIDRATO DE PROCAÍNA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO DE DEXAMETASONA
2028,CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO DE DEXAMETASONA
2029,MONONITRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO DE DEXAMETASONA
2030,SULBACTAM PIVOXILA;AMOXICILINA TRI-HIDRATADA
2031,DIPIRIDAMOL
2032,DICLORIDRATO DE TRIENTINA
2033,ACETATO DE SÓDIO TRIIDRATADO
2034,ACETATO DE SÓDIO TRIHIDRATADO
2035,CIANOCOBALAMINA
2036,ÁCIDO SELENIOSO
2037,ACETATO DE ZINCO
2038,SULFATO CÚPRICO PENTAIDRATADO;SULFATO DE ZINCO HEPTAIDRATADO;CLORETO CRÔMICO HEXAIDRATADO;ÁCIDO SELENIOSO;SULFATO DE MANGANÊS MONOIDRATADO
2039,MITOTANO
2040,CLORIDRATO DE LIDOCAINA;PIVALATO DE FLUOCORTOLONA
2041,GEFITINIB
2042,SULFATO DE TERBUTALINA;GUAIFENESINA
